id_imagem,arquivo_imagem,id_celula,classe_bethesda,rotulo_binario,alvo,nucleo_x,nucleo_y,caminho_imagem,caminho_recorte,particao,fold,prob_anormal,alvo_predito,predicao,acerto
320,5921d98f5baacc86b3a1445540c858ee.png,2481,Negative for intraepithelial lesion,normal,0,182,194,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_320_5921d98f5baacc86b3a1445540c858ee.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img320_cell2481_normal.png,treino,1,0.016324438,0,normal,1
337,16032768fe56bbb933730762d726d263.png,2182,Negative for intraepithelial lesion,normal,0,259,397,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_337_16032768fe56bbb933730762d726d263.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img337_cell2182_normal.png,treino,1,0.011984204,0,normal,1
102,023fcddb41b212f8ac3edde190d4ae5c.png,7589,Negative for intraepithelial lesion,normal,0,830,380,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_102_023fcddb41b212f8ac3edde190d4ae5c.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img102_cell7589_normal.png,validacao,1,0.0127472645,0,normal,1
248,a5ce47f6a10f543bf7fdac28b709d30d.png,4022,Negative for intraepithelial lesion,normal,0,421,940,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_248_a5ce47f6a10f543bf7fdac28b709d30d.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img248_cell4022_normal.png,validacao,1,0.011961098,0,normal,1
108,5f5ca39f3cb7338eeaec5f00faa11447.png,7527,Negative for intraepithelial lesion,normal,0,782,484,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_108_5f5ca39f3cb7338eeaec5f00faa11447.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img108_cell7527_normal.png,treino,1,0.020081012,0,normal,1
160,fbb86fcc0948f02be36a1348d1046688.png,5702,Negative for intraepithelial lesion,normal,0,813,297,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_160_fbb86fcc0948f02be36a1348d1046688.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img160_cell5702_normal.png,treino,1,0.014700298,0,normal,1
22,d67cd01defdc182ca48cee14e776f22c.png,10870,Negative for intraepithelial lesion,normal,0,747,1002,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_022_d67cd01defdc182ca48cee14e776f22c.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img022_cell10870_normal.png,treino,1,0.015087132,0,normal,1
130,a42845987c650d7243ad0c08e97debf5.png,6822,Negative for intraepithelial lesion,normal,0,409,417,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_130_a42845987c650d7243ad0c08e97debf5.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img130_cell6822_normal.png,treino,1,0.012100385,0,normal,1
22,d67cd01defdc182ca48cee14e776f22c.png,10874,Negative for intraepithelial lesion,normal,0,485,604,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_022_d67cd01defdc182ca48cee14e776f22c.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img022_cell10874_normal.png,treino,1,0.013558245,0,normal,1
8,1f8274db391ed2747c0c3a8560bf6d3a.png,11314,Negative for intraepithelial lesion,normal,0,52,603,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_008_1f8274db391ed2747c0c3a8560bf6d3a.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img008_cell11314_normal.png,validacao,1,0.0135061005,0,normal,1
124,d87688d665139adb1d9dec9f902fa4a9.png,7013,Negative for intraepithelial lesion,normal,0,262,906,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_124_d87688d665139adb1d9dec9f902fa4a9.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img124_cell7013_normal.png,treino,1,0.012685961,0,normal,1
271,0d2057f820c3b157fd030fe3308f60dc.png,3493,Negative for intraepithelial lesion,normal,0,277,53,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_271_0d2057f820c3b157fd030fe3308f60dc.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img271_cell3493_normal.png,treino,1,0.01844021,0,normal,1
39,dd569f426f91cc5d6a20804c800d6eb3.png,10220,Negative for intraepithelial lesion,normal,0,823,137,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_039_dd569f426f91cc5d6a20804c800d6eb3.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img039_cell10220_normal.png,treino,1,0.0120770605,0,normal,1
151,8042f9c026bca2cf1761489102ea284f.png,5887,Negative for intraepithelial lesion,normal,0,65,671,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_151_8042f9c026bca2cf1761489102ea284f.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img151_cell5887_normal.png,treino,1,0.011732464,0,normal,1
52,ed6b37f3f850247337f16501fe5fa7fd.png,9794,Negative for intraepithelial lesion,normal,0,220,414,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_052_ed6b37f3f850247337f16501fe5fa7fd.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img052_cell9794_normal.png,treino,1,0.025371311,0,normal,1
266,29bb0d0010f481423a9d4293ad1e67b2.png,3598,Negative for intraepithelial lesion,normal,0,1148,619,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_266_29bb0d0010f481423a9d4293ad1e67b2.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img266_cell3598_normal.png,treino,1,0.01096574,0,normal,1
11,90d08f57cdeb58238879b4af949d4f50.png,11249,Negative for intraepithelial lesion,normal,0,804,735,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_011_90d08f57cdeb58238879b4af949d4f50.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img011_cell11249_normal.png,treino,1,0.012407696,0,normal,1
144,b8491225e9d46d5f48c33c310b7d2755.png,6187,Negative for intraepithelial lesion,normal,0,625,514,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_144_b8491225e9d46d5f48c33c310b7d2755.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img144_cell6187_normal.png,treino,1,0.015116181,0,normal,1
146,055cde67bf7565df83f914b053ab86eb.png,6153,Negative for intraepithelial lesion,normal,0,1112,751,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_146_055cde67bf7565df83f914b053ab86eb.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img146_cell6153_normal.png,treino,1,0.0118005965,0,normal,1
248,a5ce47f6a10f543bf7fdac28b709d30d.png,4017,Negative for intraepithelial lesion,normal,0,96,890,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_248_a5ce47f6a10f543bf7fdac28b709d30d.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img248_cell4017_normal.png,validacao,1,0.011961098,0,normal,1
269,651555a374eacf3de392c98dbd85d44d.png,3523,Negative for intraepithelial lesion,normal,0,622,520,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_269_651555a374eacf3de392c98dbd85d44d.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img269_cell3523_normal.png,validacao,1,0.023286304,0,normal,1
144,b8491225e9d46d5f48c33c310b7d2755.png,6200,Negative for intraepithelial lesion,normal,0,60,529,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_144_b8491225e9d46d5f48c33c310b7d2755.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img144_cell6200_normal.png,treino,1,0.014364656,0,normal,1
233,379c7ce231b0c43a3d9a964680573dce.png,4465,Negative for intraepithelial lesion,normal,0,552,769,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_233_379c7ce231b0c43a3d9a964680573dce.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img233_cell4465_normal.png,teste,1,0.9433476,1,anormal,0
248,a5ce47f6a10f543bf7fdac28b709d30d.png,4020,Negative for intraepithelial lesion,normal,0,500,786,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_248_a5ce47f6a10f543bf7fdac28b709d30d.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img248_cell4020_normal.png,validacao,1,0.046205748,0,normal,1
278,b5236e7b9f5dc7783cce4dbb5fb1a082.png,3266,Negative for intraepithelial lesion,normal,0,629,764,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_278_b5236e7b9f5dc7783cce4dbb5fb1a082.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img278_cell3266_normal.png,treino,1,0.012734979,0,normal,1
296,ba64e833160b9da794e7aeb64207ba69.png,2927,Negative for intraepithelial lesion,normal,0,1065,600,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_296_ba64e833160b9da794e7aeb64207ba69.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img296_cell2927_normal.png,treino,1,0.014842417,0,normal,1
337,16032768fe56bbb933730762d726d263.png,2171,Negative for intraepithelial lesion,normal,0,969,348,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_337_16032768fe56bbb933730762d726d263.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img337_cell2171_normal.png,treino,1,0.013428254,0,normal,1
330,3731e3064f5b3dfaf2df337f4b481c78.png,2346,Negative for intraepithelial lesion,normal,0,733,957,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_330_3731e3064f5b3dfaf2df337f4b481c78.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img330_cell2346_normal.png,teste,1,0.010611421,0,normal,1
132,763240077e66777b2a196a6af78c9716.png,6719,Negative for intraepithelial lesion,normal,0,232,44,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_132_763240077e66777b2a196a6af78c9716.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img132_cell6719_normal.png,teste,1,0.013480104,0,normal,1
315,c1d551f467cac1389043740557caae1f.png,2556,Negative for intraepithelial lesion,normal,0,1203,287,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_315_c1d551f467cac1389043740557caae1f.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img315_cell2556_normal.png,validacao,1,0.09426001,0,normal,1
144,b8491225e9d46d5f48c33c310b7d2755.png,6190,Negative for intraepithelial lesion,normal,0,622,659,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_144_b8491225e9d46d5f48c33c310b7d2755.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img144_cell6190_normal.png,treino,1,0.011309892,0,normal,1
266,29bb0d0010f481423a9d4293ad1e67b2.png,3595,Negative for intraepithelial lesion,normal,0,852,760,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_266_29bb0d0010f481423a9d4293ad1e67b2.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img266_cell3595_normal.png,treino,1,0.012920474,0,normal,1
48,c7c3f56a4d110b49099830b0f65251a3.png,10011,ASC-H,anormal,1,942,701,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_048_c7c3f56a4d110b49099830b0f65251a3.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img048_cell10011_anormal.png,treino,1,0.839931,1,anormal,1
