id_imagem,arquivo_imagem,id_celula,classe_bethesda,rotulo_binario,alvo,nucleo_x,nucleo_y,caminho_imagem,caminho_recorte,particao,prob_anormal,alvo_predito
396,ba9d94a8fdbaba01220db89cde170b24.png,233,LSIL,anormal,1,334,286,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0233_anormal.png,teste,0.9650118,1
396,ba9d94a8fdbaba01220db89cde170b24.png,234,HSIL,anormal,1,650,143,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0234_anormal.png,teste,0.96922654,1
396,ba9d94a8fdbaba01220db89cde170b24.png,235,HSIL,anormal,1,629,187,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0235_anormal.png,teste,0.9732015,1
396,ba9d94a8fdbaba01220db89cde170b24.png,236,HSIL,anormal,1,658,205,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0236_anormal.png,teste,0.9758149,1
396,ba9d94a8fdbaba01220db89cde170b24.png,237,HSIL,anormal,1,705,177,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0237_anormal.png,teste,0.97577673,1
396,ba9d94a8fdbaba01220db89cde170b24.png,238,HSIL,anormal,1,758,137,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0238_anormal.png,teste,0.97227085,1
396,ba9d94a8fdbaba01220db89cde170b24.png,239,HSIL,anormal,1,737,207,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0239_anormal.png,teste,0.97834194,1
396,ba9d94a8fdbaba01220db89cde170b24.png,240,HSIL,anormal,1,793,199,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0240_anormal.png,teste,0.9753245,1
396,ba9d94a8fdbaba01220db89cde170b24.png,241,HSIL,anormal,1,834,218,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0241_anormal.png,teste,0.97417295,1
396,ba9d94a8fdbaba01220db89cde170b24.png,242,HSIL,anormal,1,883,159,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0242_anormal.png,teste,0.9680752,1
396,ba9d94a8fdbaba01220db89cde170b24.png,243,HSIL,anormal,1,940,145,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0243_anormal.png,teste,0.9664403,1
396,ba9d94a8fdbaba01220db89cde170b24.png,244,HSIL,anormal,1,988,139,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0244_anormal.png,teste,0.9693587,1
396,ba9d94a8fdbaba01220db89cde170b24.png,245,HSIL,anormal,1,974,185,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0245_anormal.png,teste,0.9723902,1
396,ba9d94a8fdbaba01220db89cde170b24.png,246,HSIL,anormal,1,974,247,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0246_anormal.png,teste,0.9748443,1
396,ba9d94a8fdbaba01220db89cde170b24.png,247,HSIL,anormal,1,1030,200,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0247_anormal.png,teste,0.97272396,1
396,ba9d94a8fdbaba01220db89cde170b24.png,248,HSIL,anormal,1,902,229,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0248_anormal.png,teste,0.9747352,1
396,ba9d94a8fdbaba01220db89cde170b24.png,249,HSIL,anormal,1,898,270,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0249_anormal.png,teste,0.9737638,1
396,ba9d94a8fdbaba01220db89cde170b24.png,250,HSIL,anormal,1,920,332,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0250_anormal.png,teste,0.9728095,1
396,ba9d94a8fdbaba01220db89cde170b24.png,251,HSIL,anormal,1,874,327,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0251_anormal.png,teste,0.97649086,1
396,ba9d94a8fdbaba01220db89cde170b24.png,252,HSIL,anormal,1,828,302,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0252_anormal.png,teste,0.97567165,1
396,ba9d94a8fdbaba01220db89cde170b24.png,253,HSIL,anormal,1,725,313,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0253_anormal.png,teste,0.979131,1
396,ba9d94a8fdbaba01220db89cde170b24.png,254,HSIL,anormal,1,728,259,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0254_anormal.png,teste,0.9755853,1
396,ba9d94a8fdbaba01220db89cde170b24.png,255,HSIL,anormal,1,773,303,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0255_anormal.png,teste,0.97838473,1
396,ba9d94a8fdbaba01220db89cde170b24.png,256,HSIL,anormal,1,657,254,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0256_anormal.png,teste,0.9731067,1
396,ba9d94a8fdbaba01220db89cde170b24.png,257,HSIL,anormal,1,599,273,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0257_anormal.png,teste,0.97324353,1
396,ba9d94a8fdbaba01220db89cde170b24.png,258,HSIL,anormal,1,600,310,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0258_anormal.png,teste,0.9766938,1
396,ba9d94a8fdbaba01220db89cde170b24.png,259,HSIL,anormal,1,547,344,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0259_anormal.png,teste,0.9755275,1
396,ba9d94a8fdbaba01220db89cde170b24.png,260,HSIL,anormal,1,510,279,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0260_anormal.png,teste,0.9722382,1
396,ba9d94a8fdbaba01220db89cde170b24.png,261,HSIL,anormal,1,484,317,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0261_anormal.png,teste,0.97436506,1
396,ba9d94a8fdbaba01220db89cde170b24.png,262,HSIL,anormal,1,434,303,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0262_anormal.png,teste,0.96959746,1
396,ba9d94a8fdbaba01220db89cde170b24.png,263,HSIL,anormal,1,399,287,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0263_anormal.png,teste,0.96626973,1
396,ba9d94a8fdbaba01220db89cde170b24.png,264,HSIL,anormal,1,538,259,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0264_anormal.png,teste,0.9674078,1
396,ba9d94a8fdbaba01220db89cde170b24.png,265,HSIL,anormal,1,847,745,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0265_anormal.png,teste,0.582674,1
396,ba9d94a8fdbaba01220db89cde170b24.png,266,HSIL,anormal,1,789,693,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0266_anormal.png,teste,0.97681284,1
396,ba9d94a8fdbaba01220db89cde170b24.png,267,HSIL,anormal,1,725,769,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0267_anormal.png,teste,0.9428921,1
396,ba9d94a8fdbaba01220db89cde170b24.png,268,HSIL,anormal,1,758,724,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0268_anormal.png,teste,0.9783077,1
396,ba9d94a8fdbaba01220db89cde170b24.png,269,HSIL,anormal,1,687,749,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0269_anormal.png,teste,0.97614574,1
396,ba9d94a8fdbaba01220db89cde170b24.png,270,HSIL,anormal,1,648,749,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0270_anormal.png,teste,0.97888225,1
396,ba9d94a8fdbaba01220db89cde170b24.png,271,HSIL,anormal,1,564,909,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0271_anormal.png,teste,0.89552754,1
396,ba9d94a8fdbaba01220db89cde170b24.png,272,HSIL,anormal,1,497,908,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0272_anormal.png,teste,0.9705113,1
396,ba9d94a8fdbaba01220db89cde170b24.png,273,HSIL,anormal,1,472,899,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0273_anormal.png,teste,0.97287345,1
396,ba9d94a8fdbaba01220db89cde170b24.png,274,HSIL,anormal,1,419,913,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0274_anormal.png,teste,0.9619771,1
396,ba9d94a8fdbaba01220db89cde170b24.png,275,HSIL,anormal,1,543,884,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0275_anormal.png,teste,0.9654047,1
396,ba9d94a8fdbaba01220db89cde170b24.png,276,HSIL,anormal,1,497,867,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0276_anormal.png,teste,0.97615516,1
396,ba9d94a8fdbaba01220db89cde170b24.png,277,HSIL,anormal,1,463,819,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0277_anormal.png,teste,0.97894067,1
396,ba9d94a8fdbaba01220db89cde170b24.png,278,HSIL,anormal,1,439,855,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0278_anormal.png,teste,0.97802347,1
396,ba9d94a8fdbaba01220db89cde170b24.png,279,HSIL,anormal,1,413,814,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0279_anormal.png,teste,0.97681284,1
396,ba9d94a8fdbaba01220db89cde170b24.png,280,HSIL,anormal,1,413,874,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0280_anormal.png,teste,0.97291595,1
396,ba9d94a8fdbaba01220db89cde170b24.png,281,HSIL,anormal,1,448,914,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0281_anormal.png,teste,0.9611723,1
396,ba9d94a8fdbaba01220db89cde170b24.png,282,HSIL,anormal,1,518,810,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0282_anormal.png,teste,0.97832483,1
396,ba9d94a8fdbaba01220db89cde170b24.png,283,HSIL,anormal,1,535,824,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0283_anormal.png,teste,0.9783932,1
396,ba9d94a8fdbaba01220db89cde170b24.png,284,HSIL,anormal,1,578,788,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0284_anormal.png,teste,0.97776186,1
396,ba9d94a8fdbaba01220db89cde170b24.png,285,HSIL,anormal,1,269,530,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0285_anormal.png,teste,0.9754504,1
396,ba9d94a8fdbaba01220db89cde170b24.png,286,HSIL,anormal,1,344,505,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0286_anormal.png,teste,0.97468555,1
396,ba9d94a8fdbaba01220db89cde170b24.png,287,HSIL,anormal,1,382,507,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0287_anormal.png,teste,0.9760611,1
396,ba9d94a8fdbaba01220db89cde170b24.png,288,HSIL,anormal,1,363,671,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0288_anormal.png,teste,0.97460574,1
396,ba9d94a8fdbaba01220db89cde170b24.png,289,HSIL,anormal,1,413,635,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0289_anormal.png,teste,0.97494304,1
396,ba9d94a8fdbaba01220db89cde170b24.png,290,HSIL,anormal,1,407,577,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0290_anormal.png,teste,0.97627693,1
396,ba9d94a8fdbaba01220db89cde170b24.png,291,HSIL,anormal,1,429,524,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_396_ba9d94a8fdbaba01220db89cde170b24.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img396_cell0291_anormal.png,teste,0.97667533,1
