id_imagem,arquivo_imagem,id_celula,classe_bethesda,rotulo_binario,alvo,nucleo_x,nucleo_y,caminho_imagem,caminho_recorte
400,9ae8a4edde40219bad6303cebc672ee4.png,24,LSIL,anormal,1,219,160,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img400_cell0024_anormal.png
400,9ae8a4edde40219bad6303cebc672ee4.png,25,HSIL,anormal,1,322,193,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img400_cell0025_anormal.png
400,9ae8a4edde40219bad6303cebc672ee4.png,26,HSIL,anormal,1,402,161,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img400_cell0026_anormal.png
400,9ae8a4edde40219bad6303cebc672ee4.png,27,ASC-H,anormal,1,986,499,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img400_cell0027_anormal.png
400,9ae8a4edde40219bad6303cebc672ee4.png,28,ASC-H,anormal,1,941,495,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img400_cell0028_anormal.png
400,9ae8a4edde40219bad6303cebc672ee4.png,29,ASC-H,anormal,1,946,463,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img400_cell0029_anormal.png
400,9ae8a4edde40219bad6303cebc672ee4.png,30,ASC-H,anormal,1,889,487,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img400_cell0030_anormal.png
400,9ae8a4edde40219bad6303cebc672ee4.png,31,ASC-H,anormal,1,872,450,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img400_cell0031_anormal.png
400,9ae8a4edde40219bad6303cebc672ee4.png,32,ASC-H,anormal,1,829,434,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img400_cell0032_anormal.png
400,9ae8a4edde40219bad6303cebc672ee4.png,33,ASC-H,anormal,1,836,414,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img400_cell0033_anormal.png
400,9ae8a4edde40219bad6303cebc672ee4.png,34,ASC-H,anormal,1,973,556,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img400_cell0034_anormal.png
400,9ae8a4edde40219bad6303cebc672ee4.png,35,LSIL,anormal,1,468,499,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img400_cell0035_anormal.png
400,9ae8a4edde40219bad6303cebc672ee4.png,36,ASC-H,anormal,1,279,464,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img400_cell0036_anormal.png
400,9ae8a4edde40219bad6303cebc672ee4.png,37,LSIL,anormal,1,212,265,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img400_cell0037_anormal.png
400,9ae8a4edde40219bad6303cebc672ee4.png,38,ASC-H,anormal,1,131,357,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img400_cell0038_anormal.png
400,9ae8a4edde40219bad6303cebc672ee4.png,39,ASC-H,anormal,1,68,338,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img400_cell0039_anormal.png
400,9ae8a4edde40219bad6303cebc672ee4.png,40,ASC-H,anormal,1,317,67,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img400_cell0040_anormal.png
400,9ae8a4edde40219bad6303cebc672ee4.png,41,LSIL,anormal,1,1010,92,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img400_cell0041_anormal.png
400,9ae8a4edde40219bad6303cebc672ee4.png,42,LSIL,anormal,1,1007,220,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img400_cell0042_anormal.png
400,9ae8a4edde40219bad6303cebc672ee4.png,43,Negative for intraepithelial lesion,normal,0,1043,355,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img400_cell0043_normal.png
400,9ae8a4edde40219bad6303cebc672ee4.png,44,Negative for intraepithelial lesion,normal,0,960,300,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img400_cell0044_normal.png
400,9ae8a4edde40219bad6303cebc672ee4.png,45,SCC,anormal,1,774,337,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img400_cell0045_anormal.png
400,9ae8a4edde40219bad6303cebc672ee4.png,46,Negative for intraepithelial lesion,normal,0,837,644,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img400_cell0046_normal.png
400,9ae8a4edde40219bad6303cebc672ee4.png,47,Negative for intraepithelial lesion,normal,0,864,598,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_400_9ae8a4edde40219bad6303cebc672ee4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img400_cell0047_normal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,48,SCC,anormal,1,967,704,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img399_cell0048_anormal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,49,SCC,anormal,1,574,420,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img399_cell0049_anormal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,50,SCC,anormal,1,518,515,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img399_cell0050_anormal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,51,SCC,anormal,1,520,344,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img399_cell0051_anormal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,52,SCC,anormal,1,436,270,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img399_cell0052_anormal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,53,SCC,anormal,1,363,618,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img399_cell0053_anormal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,54,SCC,anormal,1,408,484,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img399_cell0054_anormal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,55,LSIL,anormal,1,609,123,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img399_cell0055_anormal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,56,LSIL,anormal,1,1216,194,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img399_cell0056_anormal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,57,SCC,anormal,1,297,142,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img399_cell0057_anormal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,58,SCC,anormal,1,360,349,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img399_cell0058_anormal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,59,SCC,anormal,1,376,340,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img399_cell0059_anormal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,60,SCC,anormal,1,963,955,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img399_cell0060_anormal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,61,Negative for intraepithelial lesion,normal,0,130,830,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img399_cell0061_normal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,62,Negative for intraepithelial lesion,normal,0,381,879,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img399_cell0062_normal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,63,Negative for intraepithelial lesion,normal,0,162,640,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img399_cell0063_normal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,64,Negative for intraepithelial lesion,normal,0,246,530,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img399_cell0064_normal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,65,SCC,anormal,1,607,246,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img399_cell0065_anormal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,66,SCC,anormal,1,541,127,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img399_cell0066_anormal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,67,Negative for intraepithelial lesion,normal,0,227,66,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img399_cell0067_normal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,68,HSIL,anormal,1,307,63,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img399_cell0068_anormal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,69,HSIL,anormal,1,319,90,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img399_cell0069_anormal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,70,HSIL,anormal,1,258,283,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img399_cell0070_anormal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,71,HSIL,anormal,1,91,373,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img399_cell0071_anormal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,72,HSIL,anormal,1,91,364,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img399_cell0072_anormal.png
399,dc2df7c3f88649ded343b13b9486cddf.png,73,SCC,anormal,1,186,470,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_399_dc2df7c3f88649ded343b13b9486cddf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img399_cell0073_anormal.png
